tree.id,tree.threshold,tree.ripeness,tree.latitude,tree.longitude,date_time,value,value_help_1
3,190,1,33.89643,-84.25087,03/15/00,223,78
3,190,1,33.89643,-84.25087,03/16/00,223,79
3,190,1,33.89643,-84.25087,03/17/00,224,80
3,190,1,33.89643,-84.25087,03/18/00,224,81
3,190,1,33.89643,-84.25087,03/19/00,225,82
3,190,1,33.89643,-84.25087,03/20/00,226,83
3,190,1,33.89643,-84.25087,03/21/00,226,84
3,190,1,33.89643,-84.25087,03/22/00,227,85
3,190,1,33.89643,-84.25087,03/23/00,227,86
3,190,1,33.89643,-84.25087,03/24/00,228,87
3,190,1,33.89643,-84.25087,03/25/00,228,88
3,190,1,33.89643,-84.25087,03/26/00,229,89
3,190,1,33.89643,-84.25087,03/27/00,229,90
3,190,1,33.89643,-84.25087,03/28/00,229,91
3,190,1,33.89643,-84.25087,03/29/00,230,92
3,190,1,33.89643,-84.25087,03/30/00,230,93
3,190,1,33.89643,-84.25087,03/31/00,231,94
3,190,1,33.89643,-84.25087,04/01/00,231,95
3,190,1,33.89643,-84.25087,04/02/00,232,96
3,190,1,33.89643,-84.25087,04/03/00,232,97
3,190,1,33.89643,-84.25087,04/04/00,232,98
3,190,1,33.89643,-84.25087,04/05/00,233,99
3,190,1,33.89643,-84.25087,04/06/00,233,100
3,190,1,33.89643,-84.25087,04/07/00,234,101
3,190,1,33.89643,-84.25087,04/08/00,234,102
3,190,1,33.89643,-84.25087,04/09/00,234,103
4,208,0,33.91989,-84.31587,01/01/00,192,44
4,208,0,33.91989,-84.31587,01/02/00,194,45
4,208,0,33.91989,-84.31587,01/03/00,195,46
4,208,0,33.91989,-84.31587,01/04/00,196,47
4,208,0,33.91989,-84.31587,01/05/00,198,48
4,208,0,33.91989,-84.31587,01/06/00,199,49
4,208,0,33.91989,-84.31587,01/07/00,200,50
4,208,0,33.91989,-84.31587,01/08/00,201,51
4,208,0,33.91989,-84.31587,01/09/00,202,52
4,208,0,33.91989,-84.31587,01/10/00,203,53
4,208,0,33.91989,-84.31587,01/11/00,204,54
4,208,0,33.91989,-84.31587,01/12/00,205,55
4,208,0,33.91989,-84.31587,01/13/00,206,56
4,208,0,33.91989,-84.31587,01/14/00,207,57
4,208,1,33.91989,-84.31587,01/15/00,208,58
4,208,1,33.91989,-84.31587,01/16/00,209,59
4,208,1,33.91989,-84.31587,01/17/00,210,60
4,208,1,33.91989,-84.31587,01/18/00,211,61
4,208,1,33.91989,-84.31587,01/19/00,212,62
4,208,1,33.91989,-84.31587,01/20/00,212,63
4,208,1,33.91989,-84.31587,01/21/00,213,64
4,208,1,33.91989,-84.31587,01/22/00,214,65
4,208,1,33.91989,-84.31587,01/23/00,215,66
4,208,1,33.91989,-84.31587,01/24/00,216,67
4,208,1,33.91989,-84.31587,01/25/00,216,68
4,208,1,33.91989,-84.31587,01/26/00,217,69
4,208,1,33.91989,-84.31587,01/27/00,218,70
4,208,1,33.91989,-84.31587,01/28/00,218,71
4,208,1,33.91989,-84.31587,01/29/00,219,72
4,208,1,33.91989,-84.31587,01/30/00,220,73
4,208,1,33.91989,-84.31587,01/31/00,220,74
4,208,1,33.91989,-84.31587,02/01/00,221,75
4,208,1,33.91989,-84.31587,02/02/00,222,76
4,208,1,33.91989,-84.31587,02/03/00,222,77
4,208,1,33.91989,-84.31587,02/04/00,223,78
4,208,1,33.91989,-84.31587,02/05/00,223,79
4,208,1,33.91989,-84.31587,02/06/00,224,80
4,208,1,33.91989,-84.31587,02/07/00,224,81
4,208,1,33.91989,-84.31587,02/08/00,225,82
4,208,1,33.91989,-84.31587,02/09/00,226,83
4,208,1,33.91989,-84.31587,02/10/00,226,84
4,208,1,33.91989,-84.31587,02/11/00,227,85
4,208,1,33.91989,-84.31587,02/12/00,227,86
4,208,1,33.91989,-84.31587,02/13/00,228,87
4,208,1,33.91989,-84.31587,02/14/00,228,88
4,208,1,33.91989,-84.31587,02/15/00,229,89
4,208,1,33.91989,-84.31587,02/16/00,229,90
4,208,1,33.91989,-84.31587,02/17/00,229,91
4,208,1,33.91989,-84.31587,02/18/00,230,92
4,208,1,33.91989,-84.31587,02/19/00,230,93
4,208,1,33.91989,-84.31587,02/20/00,231,94
4,208,1,33.91989,-84.31587,02/21/00,231,95
4,208,1,33.91989,-84.31587,02/22/00,232,96
4,208,1,33.91989,-84.31587,02/23/00,232,97
4,208,1,33.91989,-84.31587,02/24/00,232,98
4,208,1,33.91989,-84.31587,02/25/00,233,99
4,208,1,33.91989,-84.31587,02/26/00,233,100
4,208,1,33.91989,-84.31587,02/27/00,234,101
4,208,1,33.91989,-84.31587,02/28/00,234,102
4,208,1,33.91989,-84.31587,02/29/00,234,103
4,208,1,33.91989,-84.31587,03/01/00,235,104
4,208,1,33.91989,-84.31587,03/02/00,235,105
4,208,1,33.91989,-84.31587,03/03/00,235,106
4,208,1,33.91989,-84.31587,03/04/00,236,107
4,208,1,33.91989,-84.31587,03/05/00,236,108
4,208,1,33.91989,-84.31587,03/06/00,237,109
4,208,1,33.91989,-84.31587,03/07/00,237,110
4,208,1,33.91989,-84.31587,03/08/00,237,111
4,208,1,33.91989,-84.31587,03/09/00,238,112
4,208,1,33.91989,-84.31587,03/10/00,238,113
4,208,1,33.91989,-84.31587,03/11/00,238,114
4,208,1,33.91989,-84.31587,03/12/00,238,115
4,208,1,33.91989,-84.31587,03/13/00,239,116
4,208,1,33.91989,-84.31587,03/14/00,239,117
4,208,1,33.91989,-84.31587,03/15/00,239,118
4,208,1,33.91989,-84.31587,03/16/00,240,119
4,208,1,33.91989,-84.31587,03/17/00,240,120
4,208,1,33.91989,-84.31587,03/18/00,240,121
4,208,1,33.91989,-84.31587,03/19/00,240,122
4,208,1,33.91989,-84.31587,03/20/00,241,123
4,208,1,33.91989,-84.31587,03/21/00,241,124
4,208,1,33.91989,-84.31587,03/22/00,241,125
4,208,1,33.91989,-84.31587,03/23/00,242,126
4,208,1,33.91989,-84.31587,03/24/00,242,127
4,208,1,33.91989,-84.31587,03/25/00,242,128
4,208,1,33.91989,-84.31587,03/26/00,242,129
4,208,1,33.91989,-84.31587,03/27/00,243,130
4,208,1,33.91989,-84.31587,03/28/00,243,131
4,208,1,33.91989,-84.31587,03/29/00,243,132
4,208,1,33.91989,-84.31587,03/30/00,243,133
4,208,1,33.91989,-84.31587,03/31/00,244,134
4,208,1,33.91989,-84.31587,04/01/00,244,135
4,208,1,33.91989,-84.31587,04/02/00,244,136
4,208,1,33.91989,-84.31587,04/03/00,244,137
4,208,1,33.91989,-84.31587,04/04/00,244,138
4,208,1,33.91989,-84.31587,04/05/00,245,139
4,208,1,33.91989,-84.31587,04/06/00,245,140
4,208,1,33.91989,-84.31587,04/07/00,245,141
4,208,1,33.91989,-84.31587,04/08/00,245,142
4,208,1,33.91989,-84.31587,04/09/00,246,143
5,222,0,33.78449,-84.27093,01/01/00,110,13
5,222,0,33.78449,-84.27093,01/02/00,115,14
5,222,0,33.78449,-84.27093,01/03/00,120,15
5,222,0,33.78449,-84.27093,01/04/00,124,16
5,222,0,33.78449,-84.27093,01/05/00,128,17
5,222,0,33.78449,-84.27093,01/06/00,132,18
5,222,0,33.78449,-84.27093,01/07/00,136,19
5,222,0,33.78449,-84.27093,01/08/00,140,20
5,222,0,33.78449,-84.27093,01/09/00,143,21
5,222,0,33.78449,-84.27093,01/10/00,146,22
5,222,0,33.78449,-84.27093,01/11/00,150,23
5,222,0,33.78449,-84.27093,01/12/00,153,24
5,222,0,33.78449,-84.27093,01/13/00,155,25
5,222,0,33.78449,-84.27093,01/14/00,158,26
5,222,0,33.78449,-84.27093,01/15/00,161,27
5,222,0,33.78449,-84.27093,01/16/00,163,28
5,222,0,33.78449,-84.27093,01/17/00,166,29
5,222,0,33.78449,-84.27093,01/18/00,168,30
5,222,0,33.78449,-84.27093,01/19/00,170,31
5,222,0,33.78449,-84.27093,01/20/00,172,32
5,222,0,33.78449,-84.27093,01/21/00,174,33
5,222,0,33.78449,-84.27093,01/22/00,176,34
5,222,0,33.78449,-84.27093,01/23/00,178,35
5,222,0,33.78449,-84.27093,01/24/00,180,36
5,222,0,33.78449,-84.27093,01/25/00,182,37
5,222,0,33.78449,-84.27093,01/26/00,183,38
5,222,0,33.78449,-84.27093,01/27/00,185,39
5,222,0,33.78449,-84.27093,01/28/00,187,40
5,222,0,33.78449,-84.27093,01/29/00,188,41
5,222,0,33.78449,-84.27093,01/30/00,190,42
5,222,0,33.78449,-84.27093,01/31/00,191,43
5,222,0,33.78449,-84.27093,02/01/00,192,44
5,222,0,33.78449,-84.27093,02/02/00,194,45
5,222,0,33.78449,-84.27093,02/03/00,195,46
5,222,0,33.78449,-84.27093,02/04/00,196,47
5,222,0,33.78449,-84.27093,02/05/00,198,48
5,222,0,33.78449,-84.27093,02/06/00,199,49
5,222,0,33.78449,-84.27093,02/07/00,200,50
5,222,0,33.78449,-84.27093,02/08/00,201,51
5,222,0,33.78449,-84.27093,02/09/00,202,52
5,222,0,33.78449,-84.27093,02/10/00,203,53
5,222,0,33.78449,-84.27093,02/11/00,204,54
5,222,0,33.78449,-84.27093,02/12/00,205,55
5,222,0,33.78449,-84.27093,02/13/00,206,56
5,222,0,33.78449,-84.27093,02/14/00,207,57
5,222,0,33.78449,-84.27093,02/15/00,208,58
5,222,0,33.78449,-84.27093,02/16/00,209,59
5,222,0,33.78449,-84.27093,02/17/00,210,60
5,222,0,33.78449,-84.27093,02/18/00,211,61
5,222,0,33.78449,-84.27093,02/19/00,212,62
5,222,0,33.78449,-84.27093,02/20/00,212,63
5,222,0,33.78449,-84.27093,02/21/00,213,64
5,222,0,33.78449,-84.27093,02/22/00,214,65
5,222,0,33.78449,-84.27093,02/23/00,215,66
5,222,0,33.78449,-84.27093,02/24/00,216,67
5,222,0,33.78449,-84.27093,02/25/00,216,68
5,222,0,33.78449,-84.27093,02/26/00,217,69
5,222,0,33.78449,-84.27093,02/27/00,218,70
5,222,0,33.78449,-84.27093,02/28/00,218,71
5,222,0,33.78449,-84.27093,02/29/00,219,72
5,222,0,33.78449,-84.27093,03/01/00,220,73
5,222,0,33.78449,-84.27093,03/02/00,220,74
5,222,0,33.78449,-84.27093,03/03/00,221,75
5,222,1,33.78449,-84.27093,03/04/00,222,76
5,222,1,33.78449,-84.27093,03/05/00,222,77
5,222,1,33.78449,-84.27093,03/06/00,223,78
5,222,1,33.78449,-84.27093,03/07/00,223,79
5,222,1,33.78449,-84.27093,03/08/00,224,80
5,222,1,33.78449,-84.27093,03/09/00,224,81
5,222,1,33.78449,-84.27093,03/10/00,225,82
5,222,1,33.78449,-84.27093,03/11/00,226,83
5,222,1,33.78449,-84.27093,03/12/00,226,84
5,222,1,33.78449,-84.27093,03/13/00,227,85
5,222,1,33.78449,-84.27093,03/14/00,227,86
5,222,1,33.78449,-84.27093,03/15/00,228,87
5,222,1,33.78449,-84.27093,03/16/00,228,88
5,222,1,33.78449,-84.27093,03/17/00,229,89
5,222,1,33.78449,-84.27093,03/18/00,229,90
5,222,1,33.78449,-84.27093,03/19/00,229,91
5,222,1,33.78449,-84.27093,03/20/00,230,92
5,222,1,33.78449,-84.27093,03/21/00,230,93
5,222,1,33.78449,-84.27093,03/22/00,231,94
5,222,1,33.78449,-84.27093,03/23/00,231,95
5,222,1,33.78449,-84.27093,03/24/00,232,96
5,222,1,33.78449,-84.27093,03/25/00,232,97
5,222,1,33.78449,-84.27093,03/26/00,232,98
5,222,1,33.78449,-84.27093,03/27/00,233,99
5,222,1,33.78449,-84.27093,03/28/00,233,100
5,222,1,33.78449,-84.27093,03/29/00,234,101
5,222,1,33.78449,-84.27093,03/30/00,234,102
5,222,1,33.78449,-84.27093,03/31/00,234,103
5,222,1,33.78449,-84.27093,04/01/00,235,104
5,222,1,33.78449,-84.27093,04/02/00,235,105
5,222,1,33.78449,-84.27093,04/03/00,235,106
5,222,1,33.78449,-84.27093,04/04/00,236,107
5,222,1,33.78449,-84.27093,04/05/00,236,108
5,222,1,33.78449,-84.27093,04/06/00,237,109
5,222,1,33.78449,-84.27093,04/07/00,237,110
5,222,1,33.78449,-84.27093,04/08/00,237,111
5,222,1,33.78449,-84.27093,04/09/00,238,112
6,212,0,33.83103,-84.33436,01/01/00,143,21
6,212,0,33.83103,-84.33436,01/02/00,146,22
6,212,0,33.83103,-84.33436,01/03/00,150,23
6,212,0,33.83103,-84.33436,01/04/00,153,24
6,212,0,33.83103,-84.33436,01/05/00,155,25
6,212,0,33.83103,-84.33436,01/06/00,158,26
6,212,0,33.83103,-84.33436,01/07/00,161,27
6,212,0,33.83103,-84.33436,01/08/00,163,28
6,212,0,33.83103,-84.33436,01/09/00,166,29
6,212,0,33.83103,-84.33436,01/10/00,168,30
6,212,0,33.83103,-84.33436,01/11/00,170,31
6,212,0,33.83103,-84.33436,01/12/00,172,32
6,212,0,33.83103,-84.33436,01/13/00,174,33
6,212,0,33.83103,-84.33436,01/14/00,176,34
6,212,0,33.83103,-84.33436,01/15/00,178,35
